model,trial_id,fold,dataset,random_seed,base_seed,train_acc,val_acc,test_acc,elapsed_time,file_path,generalization_gap,_agg_trial,hyperparameters,max_depth,actual_depth,n_leaves,failed,model_clean
FBT,145,0,rice,187,42,0.934383,0.939633,0.925197,11.924628,all_results/sagi_results/rice/fbt_results_trial_rice_145_0.json,0.009185999999999916,145,"{""max_depth"": 3, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 6}",,,,,
FBT,90,1,rice,132,42,0.930634,0.92126,0.933071,3.339517,all_results/sagi_results/rice/fbt_results_trial_rice_90_1.json,0.0024370000000000225,90,"{""max_depth"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""xgb_max_depth"": 8}",,,,,
FBT,156,4,rice,198,42,0.929884,0.918635,0.927822,32.947006,all_results/sagi_results/rice/fbt_results_trial_rice_156_4.json,0.0020620000000000083,156,"{""max_depth"": 5, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 5}",,,,,
FBT,99,2,rice,141,42,0.929509,0.910761,0.930446,49.645035,all_results/sagi_results/rice/fbt_results_trial_rice_99_2.json,0.0009369999999999656,99,"{""max_depth"": 5, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 5}",,,,,
FBT,135,4,rice,177,42,0.933258,0.92126,0.927822,31.881698,all_results/sagi_results/rice/fbt_results_trial_rice_135_4.json,0.005435999999999996,135,"{""max_depth"": 4, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 1, ""xgb_max_depth"": 7}",,,,,
FBT,174,2,rice,216,42,0.935133,0.905512,0.919948,97.22231,all_results/sagi_results/rice/fbt_results_trial_rice_174_2.json,0.015185000000000004,174,"{""max_depth"": 6, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""xgb_max_depth"": 8}",,,,,
FBT,126,0,rice,168,42,0.916385,0.923885,0.917323,7.962619,all_results/sagi_results/rice/fbt_results_trial_rice_126_0.json,0.0009379999999999944,126,"{""max_depth"": 3, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 5}",,,,,
FBT,148,4,rice,190,42,0.928009,0.931759,0.925197,25.996515,all_results/sagi_results/rice/fbt_results_trial_rice_148_4.json,0.0028119999999999257,148,"{""max_depth"": 4, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 4}",,,,,
FBT,87,2,rice,129,42,0.92276,0.908136,0.929134,12.906083,all_results/sagi_results/rice/fbt_results_trial_rice_87_2.json,0.006373999999999991,87,"{""max_depth"": 3, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 6}",,,,,
FBT,4,2,rice,46,42,0.929134,0.900262,0.929134,100.872765,all_results/sagi_results/rice/fbt_results_trial_rice_4_2.json,0.0,4,"{""max_depth"": 6, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 6}",,,,,
FBT,109,2,rice,151,42,0.933258,0.910761,0.934383,7.122122,all_results/sagi_results/rice/fbt_results_trial_rice_109_2.json,0.0011249999999999316,109,"{""max_depth"": 4, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""xgb_max_depth"": 7}",,,,,
FBT,100,1,rice,142,42,0.921635,0.923885,0.923885,3.53851,all_results/sagi_results/rice/fbt_results_trial_rice_100_1.json,0.0022499999999999742,100,"{""max_depth"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 1, ""xgb_max_depth"": 3}",,,,,
FBT,152,3,rice,194,42,0.929134,0.923885,0.923885,65.352771,all_results/sagi_results/rice/fbt_results_trial_rice_152_3.json,0.005249000000000059,152,"{""max_depth"": 6, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""xgb_max_depth"": 8}",,,,,
FBT,89,3,rice,131,42,0.926884,0.923885,0.926509,38.314978,all_results/sagi_results/rice/fbt_results_trial_rice_89_3.json,0.0003750000000000142,89,"{""max_depth"": 5, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 5}",,,,,
FBT,80,0,rice,122,42,0.934383,0.937008,0.925197,117.930053,all_results/sagi_results/rice/fbt_results_trial_rice_80_0.json,0.009185999999999916,80,"{""max_depth"": 6, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 8}",,,,,
FBT,3,0,rice,45,42,0.929134,0.923885,0.923885,19.525269,all_results/sagi_results/rice/fbt_results_trial_rice_3_0.json,0.005249000000000059,3,"{""max_depth"": 4, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 8}",,,,,
FBT,93,4,rice,135,42,0.929509,0.923885,0.927822,26.537682,all_results/sagi_results/rice/fbt_results_trial_rice_93_4.json,0.001686999999999994,93,"{""max_depth"": 4, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""xgb_max_depth"": 5}",,,,,
FBT,107,3,rice,149,42,0.929134,0.923885,0.926509,5.758388,all_results/sagi_results/rice/fbt_results_trial_rice_107_3.json,0.0026249999999999885,107,"{""max_depth"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""xgb_max_depth"": 4}",,,,,
FBT,155,1,rice,197,42,0.929134,0.92126,0.927822,23.58176,all_results/sagi_results/rice/fbt_results_trial_rice_155_1.json,0.0013119999999999798,155,"{""max_depth"": 6, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 8}",,,,,
FBT,160,4,rice,202,42,0.928009,0.929134,0.925197,13.404969,all_results/sagi_results/rice/fbt_results_trial_rice_160_4.json,0.0028119999999999257,160,"{""max_depth"": 3, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 4}",,,,,
FBT,173,0,rice,215,42,0.931759,0.931759,0.92126,42.047624,all_results/sagi_results/rice/fbt_results_trial_rice_173_0.json,0.010499000000000036,173,"{""max_depth"": 6, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 8}",,,,,
FBT,121,2,rice,163,42,0.928384,0.905512,0.930446,35.792642,all_results/sagi_results/rice/fbt_results_trial_rice_121_2.json,0.0020620000000000083,121,"{""max_depth"": 6, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 5}",,,,,
FBT,128,1,rice,170,42,0.927259,0.931759,0.929134,44.52058,all_results/sagi_results/rice/fbt_results_trial_rice_128_1.json,0.00187499999999996,128,"{""max_depth"": 5, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 7}",,,,,
FBT,110,0,rice,152,42,0.926884,0.931759,0.925197,18.310653,all_results/sagi_results/rice/fbt_results_trial_rice_110_0.json,0.001686999999999994,110,"{""max_depth"": 3, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 1, ""xgb_max_depth"": 7}",,,,,
FBT,142,2,rice,184,42,0.934383,0.913386,0.930446,4.60945,all_results/sagi_results/rice/fbt_results_trial_rice_142_2.json,0.003936999999999968,142,"{""max_depth"": 2, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 5}",,,,,
FBT,119,3,rice,161,42,0.929509,0.923885,0.923885,27.500965,all_results/sagi_results/rice/fbt_results_trial_rice_119_3.json,0.005624000000000073,119,"{""max_depth"": 4, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 8}",,,,,
FBT,97,3,rice,139,42,0.929884,0.923885,0.922572,11.268966,all_results/sagi_results/rice/fbt_results_trial_rice_97_3.json,0.007312000000000096,97,"{""max_depth"": 4, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""xgb_max_depth"": 5}",,,,,
FBT,103,4,rice,145,42,0.932508,0.931759,0.927822,36.51104,all_results/sagi_results/rice/fbt_results_trial_rice_103_4.json,0.004685999999999968,103,"{""max_depth"": 5, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 6}",,,,,
FBT,164,3,rice,206,42,0.932133,0.92126,0.923885,31.831845,all_results/sagi_results/rice/fbt_results_trial_rice_164_3.json,0.008248000000000033,164,"{""max_depth"": 6, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 6}",,,,,
FBT,136,1,rice,178,42,0.927259,0.931759,0.929134,66.771302,all_results/sagi_results/rice/fbt_results_trial_rice_136_1.json,0.00187499999999996,136,"{""max_depth"": 5, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 6}",,,,,
FBT,92,0,rice,134,42,0.926884,0.931759,0.927822,22.810817,all_results/sagi_results/rice/fbt_results_trial_rice_92_0.json,0.0009379999999999944,92,"{""max_depth"": 6, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 7}",,,,,
FBT,2,4,rice,44,42,0.927634,0.923885,0.926509,7.203419,all_results/sagi_results/rice/fbt_results_trial_rice_2_4.json,0.0011249999999999316,2,"{""max_depth"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""xgb_max_depth"": 7}",,,,,
FBT,115,3,rice,157,42,0.929509,0.923885,0.925197,6.356654,all_results/sagi_results/rice/fbt_results_trial_rice_115_3.json,0.0043119999999999825,115,"{""max_depth"": 3, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 3}",,,,,
FBT,147,1,rice,189,42,0.924634,0.913386,0.929134,19.837864,all_results/sagi_results/rice/fbt_results_trial_rice_147_1.json,0.0045000000000000595,147,"{""max_depth"": 4, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""xgb_max_depth"": 5}",,,,,
FBT,81,4,rice,123,42,0.927634,0.923885,0.926509,33.366511,all_results/sagi_results/rice/fbt_results_trial_rice_81_4.json,0.0011249999999999316,81,"{""max_depth"": 5, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 1, ""xgb_max_depth"": 3}",,,,,
FBT,172,4,rice,214,42,0.929884,0.929134,0.931759,7.527974,all_results/sagi_results/rice/fbt_results_trial_rice_172_4.json,0.00187499999999996,172,"{""max_depth"": 2, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 3}",,,,,
FBT,168,3,rice,210,42,0.929134,0.923885,0.923885,32.385219,all_results/sagi_results/rice/fbt_results_trial_rice_168_3.json,0.005249000000000059,168,"{""max_depth"": 5, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 4}",,,,,
FBT,161,0,rice,203,42,0.931009,0.937008,0.933071,17.306272,all_results/sagi_results/rice/fbt_results_trial_rice_161_0.json,0.0020620000000000083,161,"{""max_depth"": 5, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""xgb_max_depth"": 4}",,,,,
FBT,133,2,rice,175,42,0.929134,0.908136,0.931759,23.046802,all_results/sagi_results/rice/fbt_results_trial_rice_133_2.json,0.0026249999999999885,133,"{""max_depth"": 4, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""xgb_max_depth"": 7}",,,,,
FBT,6,3,rice,48,42,0.928009,0.934383,0.929134,11.012442,all_results/sagi_results/rice/fbt_results_trial_rice_6_3.json,0.0011250000000000426,6,"{""max_depth"": 3, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 3}",,,,,
FBT,159,1,rice,201,42,0.930634,0.929134,0.930446,45.391004,all_results/sagi_results/rice/fbt_results_trial_rice_159_1.json,0.00018799999999996597,159,"{""max_depth"": 6, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""xgb_max_depth"": 4}",,,,,
FBT,102,0,rice,144,42,0.931009,0.937008,0.933071,21.938236,all_results/sagi_results/rice/fbt_results_trial_rice_102_0.json,0.0020620000000000083,102,"{""max_depth"": 5, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 1, ""xgb_max_depth"": 4}",,,,,
FBT,150,2,rice,192,42,0.935133,0.897638,0.933071,53.251923,all_results/sagi_results/rice/fbt_results_trial_rice_150_2.json,0.0020620000000000083,150,"{""max_depth"": 5, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""xgb_max_depth"": 7}",,,,,
FBT,111,4,rice,153,42,0.927634,0.923885,0.926509,46.236823,all_results/sagi_results/rice/fbt_results_trial_rice_111_4.json,0.0011249999999999316,111,"{""max_depth"": 6, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 7}",,,,,
FBT,85,3,rice,127,42,0.931009,0.931759,0.931759,3.114386,all_results/sagi_results/rice/fbt_results_trial_rice_85_3.json,0.0007500000000000284,85,"{""max_depth"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 1, ""xgb_max_depth"": 6}",,,,,
FBT,176,3,rice,218,42,0.929134,0.923885,0.923885,19.308356,all_results/sagi_results/rice/fbt_results_trial_rice_176_3.json,0.005249000000000059,176,"{""max_depth"": 6, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""xgb_max_depth"": 6}",,,,,
FBT,124,1,rice,166,42,0.931384,0.931759,0.929134,62.97764,all_results/sagi_results/rice/fbt_results_trial_rice_124_1.json,0.0022499999999999742,124,"{""max_depth"": 5, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 8}",,,,,
FBT,35,4,rice,77,42,0.927634,0.923885,0.926509,16.42353,all_results/sagi_results/rice/fbt_results_trial_rice_35_4.json,0.0011249999999999316,35,"{""max_depth"": 5, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 3}",,,,,
FBT,74,2,rice,116,42,0.932508,0.913386,0.934383,5.344661,all_results/sagi_results/rice/fbt_results_trial_rice_74_2.json,0.00187499999999996,74,"{""max_depth"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 4}",,,,,
FBT,26,0,rice,68,42,0.929884,0.931759,0.930446,7.832518,all_results/sagi_results/rice/fbt_results_trial_rice_26_0.json,0.0005619999999999514,26,"{""max_depth"": 4, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 5}",,,,,
FBT,48,4,rice,90,42,0.933258,0.929134,0.930446,19.396066,all_results/sagi_results/rice/fbt_results_trial_rice_48_4.json,0.0028120000000000367,48,"{""max_depth"": 3, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""xgb_max_depth"": 6}",,,,,
FBT,187,2,rice,229,42,0.934008,0.905512,0.927822,105.468227,all_results/sagi_results/rice/fbt_results_trial_rice_187_2.json,0.006185999999999914,187,"{""max_depth"": 6, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 6}",,,,,
FBT,52,3,rice,94,42,0.926884,0.92126,0.927822,10.285586,all_results/sagi_results/rice/fbt_results_trial_rice_52_3.json,0.0009379999999999944,52,"{""max_depth"": 3, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 3}",,,,,
FBT,38,0,rice,80,42,0.931759,0.934383,0.930446,60.003037,all_results/sagi_results/rice/fbt_results_trial_rice_38_0.json,0.0013130000000000086,38,"{""max_depth"": 5, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 8}",,,,,
FBT,63,1,rice,105,42,0.928384,0.923885,0.933071,21.279874,all_results/sagi_results/rice/fbt_results_trial_rice_63_1.json,0.004686999999999997,63,"{""max_depth"": 5, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 4}",,,,,
FBT,31,3,rice,73,42,0.928009,0.926509,0.930446,12.032849,all_results/sagi_results/rice/fbt_results_trial_rice_31_3.json,0.0024370000000000225,31,"{""max_depth"": 4, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""xgb_max_depth"": 7}",,,,,
FBT,17,2,rice,59,42,0.929134,0.908136,0.931759,27.172174,all_results/sagi_results/rice/fbt_results_trial_rice_17_2.json,0.0026249999999999885,17,"{""max_depth"": 4, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 7}",,,,,
FBT,45,0,rice,87,42,0.932133,0.937008,0.931759,34.807541,all_results/sagi_results/rice/fbt_results_trial_rice_45_0.json,0.00037399999999998546,45,"{""max_depth"": 4, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""xgb_max_depth"": 6}",,,,,
FBT,56,4,rice,98,42,0.928009,0.929134,0.925197,25.430945,all_results/sagi_results/rice/fbt_results_trial_rice_56_4.json,0.0028119999999999257,56,"{""max_depth"": 6, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 5}",,,,,
FBT,190,1,rice,232,42,0.926884,0.926509,0.931759,21.17462,all_results/sagi_results/rice/fbt_results_trial_rice_190_1.json,0.004874999999999963,190,"{""max_depth"": 4, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 6}",,,,,
FBT,199,2,rice,241,42,0.929134,0.908136,0.931759,6.386905,all_results/sagi_results/rice/fbt_results_trial_rice_199_2.json,0.0026249999999999885,199,"{""max_depth"": 3, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""xgb_max_depth"": 5}",,,,,
FBT,27,4,rice,69,42,0.932133,0.934383,0.927822,13.499134,all_results/sagi_results/rice/fbt_results_trial_rice_27_4.json,0.004310999999999954,27,"{""max_depth"": 4, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 3}",,,,,
FBT,66,2,rice,108,42,0.923135,0.908136,0.930446,46.090782,all_results/sagi_results/rice/fbt_results_trial_rice_66_2.json,0.007310999999999956,66,"{""max_depth"": 6, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""xgb_max_depth"": 3}",,,,,
FBT,34,0,rice,76,42,0.926509,0.931759,0.929134,15.230325,all_results/sagi_results/rice/fbt_results_trial_rice_34_0.json,0.0026249999999999885,34,"{""max_depth"": 6, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 6}",,,,,
FBT,195,2,rice,237,42,0.932133,0.897638,0.929134,22.315388,all_results/sagi_results/rice/fbt_results_trial_rice_195_2.json,0.002998999999999974,195,"{""max_depth"": 4, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 7}",,,,,
FBT,12,1,rice,54,42,0.92201,0.923885,0.930446,5.639924,all_results/sagi_results/rice/fbt_results_trial_rice_12_1.json,0.008435999999999999,12,"{""max_depth"": 3, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 4}",,,,,
FBT,40,3,rice,82,42,0.929134,0.923885,0.923885,45.01832,all_results/sagi_results/rice/fbt_results_trial_rice_40_3.json,0.005249000000000059,40,"{""max_depth"": 6, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 7}",,,,,
FBT,49,0,rice,91,42,0.929884,0.934383,0.930446,4.211392,all_results/sagi_results/rice/fbt_results_trial_rice_49_0.json,0.0005619999999999514,49,"{""max_depth"": 3, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 7}",,,,,
FBT,71,1,rice,113,42,0.928759,0.931759,0.931759,2.548404,all_results/sagi_results/rice/fbt_results_trial_rice_71_1.json,0.0030000000000000027,71,"{""max_depth"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""xgb_max_depth"": 4}",,,,,
FBT,23,3,rice,65,42,0.930259,0.923885,0.925197,1.636096,all_results/sagi_results/rice/fbt_results_trial_rice_23_3.json,0.0050619999999999,23,"{""max_depth"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 4}",,,,,
FBT,78,2,rice,120,42,0.929884,0.908136,0.931759,38.473786,all_results/sagi_results/rice/fbt_results_trial_rice_78_2.json,0.00187499999999996,78,"{""max_depth"": 6, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 4}",,,,,
FBT,200,4,rice,242,42,0.932133,0.926509,0.929134,5.171695,all_results/sagi_results/rice/fbt_results_trial_rice_200_4.json,0.002998999999999974,200,"{""max_depth"": 2, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 7}",,,,,
FBT,39,4,rice,81,42,0.91676,0.929134,0.910761,12.133128,all_results/sagi_results/rice/fbt_results_trial_rice_39_4.json,0.005998999999999977,39,"{""max_depth"": 4, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 3}",,,,,
FBT,57,0,rice,99,42,0.929134,0.934383,0.926509,11.083528,all_results/sagi_results/rice/fbt_results_trial_rice_57_0.json,0.0026249999999999885,57,"{""max_depth"": 4, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""xgb_max_depth"": 8}",,,,,
FBT,182,1,rice,224,42,0.929134,0.923885,0.927822,33.840614,all_results/sagi_results/rice/fbt_results_trial_rice_182_1.json,0.0013119999999999798,182,"{""max_depth"": 4, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 1, ""xgb_max_depth"": 7}",,,,,
FBT,44,4,rice,86,42,0.927634,0.929134,0.923885,47.800699,all_results/sagi_results/rice/fbt_results_trial_rice_44_4.json,0.0037490000000000023,44,"{""max_depth"": 5, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 8}",,,,,
FBT,59,1,rice,101,42,0.928009,0.91601,0.930446,34.475662,all_results/sagi_results/rice/fbt_results_trial_rice_59_1.json,0.0024370000000000225,59,"{""max_depth"": 6, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 4}",,,,,
FBT,50,2,rice,92,42,0.912261,0.892388,0.896325,25.634753,all_results/sagi_results/rice/fbt_results_trial_rice_50_2.json,0.01593599999999995,50,"{""max_depth"": 5, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""xgb_max_depth"": 5}",,,,,
FBT,185,3,rice,227,42,0.933258,0.931759,0.929134,16.551157,all_results/sagi_results/rice/fbt_results_trial_rice_185_3.json,0.0041240000000000165,185,"{""max_depth"": 4, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 5}",,,,,
FBT,11,4,rice,53,42,0.927634,0.923885,0.926509,4.866717,all_results/sagi_results/rice/fbt_results_trial_rice_11_4.json,0.0011249999999999316,11,"{""max_depth"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 7}",,,,,
FBT,76,3,rice,118,42,0.928009,0.926509,0.931759,30.457498,all_results/sagi_results/rice/fbt_results_trial_rice_76_3.json,0.003750000000000031,76,"{""max_depth"": 6, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 5}",,,,,
FBT,24,1,rice,66,42,0.925384,0.934383,0.929134,44.032208,all_results/sagi_results/rice/fbt_results_trial_rice_24_1.json,0.003750000000000031,24,"{""max_depth"": 6, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 8}",,,,,
FBT,192,0,rice,234,42,0.930634,0.937008,0.931759,15.412566,all_results/sagi_results/rice/fbt_results_trial_rice_192_0.json,0.0011250000000000426,192,"{""max_depth"": 6, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 5}",,,,,
FBT,181,4,rice,223,42,0.930634,0.918635,0.931759,74.903469,all_results/sagi_results/rice/fbt_results_trial_rice_181_4.json,0.0011250000000000426,181,"{""max_depth"": 6, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 5}",,,,,
FBT,15,3,rice,57,42,0.925384,0.918635,0.927822,27.924815,all_results/sagi_results/rice/fbt_results_trial_rice_15_3.json,0.0024380000000000512,15,"{""max_depth"": 5, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""xgb_max_depth"": 3}",,,,,
FBT,47,1,rice,89,42,0.928009,0.926509,0.931759,29.379653,all_results/sagi_results/rice/fbt_results_trial_rice_47_1.json,0.003750000000000031,47,"{""max_depth"": 4, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 8}",,,,,
FBT,72,4,rice,114,42,0.931759,0.931759,0.929134,17.319722,all_results/sagi_results/rice/fbt_results_trial_rice_72_4.json,0.0026249999999999885,72,"{""max_depth"": 5, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""xgb_max_depth"": 3}",,,,,
FBT,68,3,rice,110,42,0.929134,0.923885,0.923885,44.177376,all_results/sagi_results/rice/fbt_results_trial_rice_68_3.json,0.005249000000000059,68,"{""max_depth"": 6, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 6}",,,,,
FBT,61,0,rice,103,42,0.917885,0.929134,0.919948,10.686778,all_results/sagi_results/rice/fbt_results_trial_rice_61_0.json,0.002063000000000037,61,"{""max_depth"": 3, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 6}",,,,,
FBT,33,2,rice,75,42,0.929134,0.910761,0.930446,6.465394,all_results/sagi_results/rice/fbt_results_trial_rice_33_2.json,0.0013119999999999798,33,"{""max_depth"": 3, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 6}",,,,,
FBT,10,0,rice,52,42,0.934008,0.937008,0.925197,28.146793,all_results/sagi_results/rice/fbt_results_trial_rice_10_0.json,0.008810999999999902,10,"{""max_depth"": 5, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 8}",,,,,
FBT,42,2,rice,84,42,0.929134,0.908136,0.931759,42.775075,all_results/sagi_results/rice/fbt_results_trial_rice_42_2.json,0.0026249999999999885,42,"{""max_depth"": 5, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""xgb_max_depth"": 6}",,,,,
FBT,19,3,rice,61,42,0.926884,0.923885,0.926509,26.508441,all_results/sagi_results/rice/fbt_results_trial_rice_19_3.json,0.0003750000000000142,19,"{""max_depth"": 3, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 5}",,,,,
FBT,197,3,rice,239,42,0.92351,0.910761,0.919948,2.97569,all_results/sagi_results/rice/fbt_results_trial_rice_197_3.json,0.003562000000000065,197,"{""max_depth"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 7}",,,,,
FBT,64,3,rice,106,42,0.934383,0.91601,0.918635,73.868227,all_results/sagi_results/rice/fbt_results_trial_rice_64_3.json,0.015747999999999984,64,"{""max_depth"": 6, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 1, ""xgb_max_depth"": 6}",,,,,
FBT,36,1,rice,78,42,0.927259,0.929134,0.929134,15.736695,all_results/sagi_results/rice/fbt_results_trial_rice_36_1.json,0.00187499999999996,36,"{""max_depth"": 4, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""xgb_max_depth"": 7}",,,,,
FBT,189,3,rice,231,42,0.933258,0.929134,0.926509,43.599489,all_results/sagi_results/rice/fbt_results_trial_rice_189_3.json,0.006749000000000005,189,"{""max_depth"": 4, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""xgb_max_depth"": 4}",,,,,
FBT,180,0,rice,222,42,0.935133,0.937008,0.926509,14.56783,all_results/sagi_results/rice/fbt_results_trial_rice_180_0.json,0.008623999999999965,180,"{""max_depth"": 3, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 5}",,,,,
