model,trial_id,fold,dataset,random_seed,base_seed,train_acc,val_acc,test_acc,elapsed_time,file_path,generalization_gap,_agg_trial,hyperparameters,max_depth,actual_depth,n_leaves,failed,model_clean
FBT,55,1,rice,97,42,0.926134,0.929134,0.930446,31.488581,all_results/sagi_results/rice/fbt_results_trial_rice_55_1.json,0.0043119999999999825,55,"{""max_depth"": 5, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""xgb_max_depth"": 3}",,,,,
FBT,193,4,rice,235,42,0.930634,0.923885,0.927822,19.931864,all_results/sagi_results/rice/fbt_results_trial_rice_193_4.json,0.0028119999999999257,193,"{""max_depth"": 4, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""xgb_max_depth"": 7}",,,,,
FBT,60,4,rice,102,42,0.928759,0.926509,0.923885,4.769442,all_results/sagi_results/rice/fbt_results_trial_rice_60_4.json,0.004874000000000045,60,"{""max_depth"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 5}",,,,,
FBT,73,0,rice,115,42,0.926509,0.931759,0.929134,32.303203,all_results/sagi_results/rice/fbt_results_trial_rice_73_0.json,0.0026249999999999885,73,"{""max_depth"": 5, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""xgb_max_depth"": 6}",,,,,
FBT,21,2,rice,63,42,0.929134,0.908136,0.931759,20.601671,all_results/sagi_results/rice/fbt_results_trial_rice_21_2.json,0.0026249999999999885,21,"{""max_depth"": 4, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 5}",,,,,
FBT,28,1,rice,70,42,0.930634,0.931759,0.934383,12.130488,all_results/sagi_results/rice/fbt_results_trial_rice_28_1.json,0.0037490000000000023,28,"{""max_depth"": 3, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 6}",,,,,
FBT,73,1,rice,115,42,0.928009,0.926509,0.931759,32.394786,all_results/sagi_results/rice/fbt_results_trial_rice_73_1.json,0.003750000000000031,73,"{""max_depth"": 5, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""xgb_max_depth"": 6}",,,,,
FBT,21,3,rice,63,42,0.929134,0.923885,0.923885,22.604973,all_results/sagi_results/rice/fbt_results_trial_rice_21_3.json,0.005249000000000059,21,"{""max_depth"": 4, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 5}",,,,,
FBT,28,0,rice,70,42,0.931009,0.929134,0.929134,9.533481,all_results/sagi_results/rice/fbt_results_trial_rice_28_0.json,0.00187499999999996,28,"{""max_depth"": 3, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 6}",,,,,
FBT,189,2,rice,231,42,0.935508,0.908136,0.933071,47.713357,all_results/sagi_results/rice/fbt_results_trial_rice_189_2.json,0.0024370000000000225,189,"{""max_depth"": 4, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""xgb_max_depth"": 4}",,,,,
FBT,180,1,rice,222,42,0.935508,0.926509,0.931759,14.695775,all_results/sagi_results/rice/fbt_results_trial_rice_180_1.json,0.0037490000000000023,180,"{""max_depth"": 3, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 5}",,,,,
FBT,46,4,rice,88,42,0.931759,0.91601,0.926509,10.94506,all_results/sagi_results/rice/fbt_results_trial_rice_46_4.json,0.005249999999999977,46,"{""max_depth"": 3, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 6}",,,,,
FBT,55,0,rice,97,42,0.926509,0.931759,0.929134,31.743665,all_results/sagi_results/rice/fbt_results_trial_rice_55_0.json,0.0026249999999999885,55,"{""max_depth"": 5, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""xgb_max_depth"": 3}",,,,,
FBT,64,2,rice,106,42,0.939633,0.913386,0.923885,68.617034,all_results/sagi_results/rice/fbt_results_trial_rice_64_2.json,0.015748000000000095,64,"{""max_depth"": 6, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 1, ""xgb_max_depth"": 6}",,,,,
FBT,36,0,rice,78,42,0.931009,0.934383,0.933071,12.947911,all_results/sagi_results/rice/fbt_results_trial_rice_36_0.json,0.0020620000000000083,36,"{""max_depth"": 4, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""xgb_max_depth"": 7}",,,,,
FBT,25,4,rice,67,42,0.929134,0.923885,0.926509,14.056526,all_results/sagi_results/rice/fbt_results_trial_rice_25_4.json,0.0026249999999999885,25,"{""max_depth"": 4, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 1, ""xgb_max_depth"": 7}",,,,,
FBT,10,1,rice,52,42,0.928384,0.923885,0.933071,30.968817,all_results/sagi_results/rice/fbt_results_trial_rice_10_1.json,0.004686999999999997,10,"{""max_depth"": 5, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 8}",,,,,
FBT,42,3,rice,84,42,0.929134,0.923885,0.923885,40.588675,all_results/sagi_results/rice/fbt_results_trial_rice_42_3.json,0.005249000000000059,42,"{""max_depth"": 5, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""xgb_max_depth"": 6}",,,,,
FBT,19,2,rice,61,42,0.925384,0.910761,0.931759,28.985284,all_results/sagi_results/rice/fbt_results_trial_rice_19_2.json,0.0063750000000000195,19,"{""max_depth"": 3, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 5}",,,,,
FBT,197,2,rice,239,42,0.91901,0.900262,0.929134,2.71664,all_results/sagi_results/rice/fbt_results_trial_rice_197_2.json,0.010124000000000022,197,"{""max_depth"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 7}",,,,,
FBT,58,4,rice,100,42,0.933633,0.926509,0.918635,95.216909,all_results/sagi_results/rice/fbt_results_trial_rice_58_4.json,0.014998000000000067,58,"{""max_depth"": 6, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""xgb_max_depth"": 7}",,,,,
FBT,29,4,rice,71,42,0.929134,0.926509,0.922572,5.885064,all_results/sagi_results/rice/fbt_results_trial_rice_29_4.json,0.006562000000000068,29,"{""max_depth"": 3, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 8}",,,,,
FBT,68,2,rice,110,42,0.929134,0.908136,0.931759,37.836516,all_results/sagi_results/rice/fbt_results_trial_rice_68_2.json,0.0026249999999999885,68,"{""max_depth"": 6, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 6}",,,,,
FBT,61,1,rice,103,42,0.917885,0.923885,0.917323,9.90051,all_results/sagi_results/rice/fbt_results_trial_rice_61_1.json,0.0005619999999999514,61,"{""max_depth"": 3, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 6}",,,,,
FBT,33,3,rice,75,42,0.931759,0.923885,0.923885,6.412131,all_results/sagi_results/rice/fbt_results_trial_rice_33_3.json,0.007874000000000048,33,"{""max_depth"": 3, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 6}",,,,,
FBT,54,4,rice,96,42,0.927634,0.923885,0.926509,13.750533,all_results/sagi_results/rice/fbt_results_trial_rice_54_4.json,0.0011249999999999316,54,"{""max_depth"": 5, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 7}",,,,,
FBT,192,1,rice,234,42,0.928384,0.934383,0.930446,15.6051,all_results/sagi_results/rice/fbt_results_trial_rice_192_1.json,0.0020620000000000083,192,"{""max_depth"": 6, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 5}",,,,,
FBT,15,2,rice,57,42,0.930634,0.897638,0.922572,27.339419,all_results/sagi_results/rice/fbt_results_trial_rice_15_2.json,0.008062000000000014,15,"{""max_depth"": 5, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""xgb_max_depth"": 3}",,,,,
FBT,47,0,rice,89,42,0.929884,0.937008,0.929134,27.094526,all_results/sagi_results/rice/fbt_results_trial_rice_47_0.json,0.0007500000000000284,47,"{""max_depth"": 4, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 8}",,,,,
FBT,76,2,rice,118,42,0.929509,0.905512,0.931759,32.748935,all_results/sagi_results/rice/fbt_results_trial_rice_76_2.json,0.0022499999999999742,76,"{""max_depth"": 6, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 5}",,,,,
FBT,24,0,rice,66,42,0.929884,0.931759,0.929134,54.545002,all_results/sagi_results/rice/fbt_results_trial_rice_24_0.json,0.0007500000000000284,24,"{""max_depth"": 6, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 8}",,,,,
FBT,37,4,rice,79,42,0.910761,0.929134,0.902887,46.97924,all_results/sagi_results/rice/fbt_results_trial_rice_37_4.json,0.007874000000000048,37,"{""max_depth"": 6, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""xgb_max_depth"": 3}",,,,,
FBT,59,0,rice,101,42,0.928009,0.937008,0.923885,34.808868,all_results/sagi_results/rice/fbt_results_trial_rice_59_0.json,0.0041240000000000165,59,"{""max_depth"": 6, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 4}",,,,,
FBT,50,3,rice,92,42,0.911511,0.897638,0.917323,20.665941,all_results/sagi_results/rice/fbt_results_trial_rice_50_3.json,0.005812000000000039,50,"{""max_depth"": 5, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""xgb_max_depth"": 5}",,,,,
FBT,185,2,rice,227,42,0.937383,0.900262,0.926509,15.187234,all_results/sagi_results/rice/fbt_results_trial_rice_185_2.json,0.01087399999999994,185,"{""max_depth"": 4, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 5}",,,,,
FBT,57,1,rice,99,42,0.926884,0.92126,0.931759,11.20733,all_results/sagi_results/rice/fbt_results_trial_rice_57_1.json,0.004874999999999963,57,"{""max_depth"": 4, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""xgb_max_depth"": 8}",,,,,
FBT,191,4,rice,233,42,0.927634,0.923885,0.926509,2.214523,all_results/sagi_results/rice/fbt_results_trial_rice_191_4.json,0.0011249999999999316,191,"{""max_depth"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""xgb_max_depth"": 3}",,,,,
FBT,182,0,rice,224,42,0.929509,0.929134,0.926509,32.879531,all_results/sagi_results/rice/fbt_results_trial_rice_182_0.json,0.0030000000000000027,182,"{""max_depth"": 4, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 1, ""xgb_max_depth"": 7}",,,,,
FBT,71,0,rice,113,42,0.930634,0.937008,0.929134,2.664319,all_results/sagi_results/rice/fbt_results_trial_rice_71_0.json,0.0014999999999999458,71,"{""max_depth"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""xgb_max_depth"": 4}",,,,,
FBT,23,2,rice,65,42,0.929509,0.908136,0.931759,2.939407,all_results/sagi_results/rice/fbt_results_trial_rice_23_2.json,0.0022499999999999742,23,"{""max_depth"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 4}",,,,,
FBT,78,3,rice,120,42,0.930259,0.929134,0.925197,40.69705,all_results/sagi_results/rice/fbt_results_trial_rice_78_3.json,0.0050619999999999,78,"{""max_depth"": 6, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 4}",,,,,
FBT,62,4,rice,104,42,0.927634,0.923885,0.926509,42.191425,all_results/sagi_results/rice/fbt_results_trial_rice_62_4.json,0.0011249999999999316,62,"{""max_depth"": 6, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 7}",,,,,
FBT,195,3,rice,237,42,0.933633,0.929134,0.923885,76.717975,all_results/sagi_results/rice/fbt_results_trial_rice_195_3.json,0.00974800000000009,195,"{""max_depth"": 4, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 7}",,,,,
FBT,12,0,rice,54,42,0.926509,0.931759,0.929134,5.576252,all_results/sagi_results/rice/fbt_results_trial_rice_12_0.json,0.0026249999999999885,12,"{""max_depth"": 3, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 4}",,,,,
FBT,40,2,rice,82,42,0.929509,0.905512,0.931759,43.321314,all_results/sagi_results/rice/fbt_results_trial_rice_40_2.json,0.0022499999999999742,40,"{""max_depth"": 6, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 7}",,,,,
FBT,49,1,rice,91,42,0.932133,0.931759,0.931759,4.57412,all_results/sagi_results/rice/fbt_results_trial_rice_49_1.json,0.00037399999999998546,49,"{""max_depth"": 3, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 7}",,,,,
FBT,66,3,rice,108,42,0.926509,0.913386,0.922572,47.818068,all_results/sagi_results/rice/fbt_results_trial_rice_66_3.json,0.003937000000000079,66,"{""max_depth"": 6, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""xgb_max_depth"": 3}",,,,,
FBT,34,1,rice,76,42,0.928009,0.926509,0.931759,13.624663,all_results/sagi_results/rice/fbt_results_trial_rice_34_1.json,0.003750000000000031,34,"{""max_depth"": 6, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 6}",,,,,
FBT,183,4,rice,225,42,0.935133,0.92126,0.930446,20.542703,all_results/sagi_results/rice/fbt_results_trial_rice_183_4.json,0.004686999999999997,183,"{""max_depth"": 5, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 8}",,,,,
FBT,17,3,rice,59,42,0.929134,0.923885,0.923885,27.290052,all_results/sagi_results/rice/fbt_results_trial_rice_17_3.json,0.005249000000000059,17,"{""max_depth"": 4, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 7}",,,,,
FBT,45,1,rice,87,42,0.930634,0.91601,0.931759,38.742454,all_results/sagi_results/rice/fbt_results_trial_rice_45_1.json,0.0011250000000000426,45,"{""max_depth"": 4, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""xgb_max_depth"": 6}",,,,,
FBT,190,0,rice,232,42,0.926509,0.931759,0.929134,20.823507,all_results/sagi_results/rice/fbt_results_trial_rice_190_0.json,0.0026249999999999885,190,"{""max_depth"": 4, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 6}",,,,,
FBT,199,3,rice,241,42,0.928384,0.923885,0.923885,6.302073,all_results/sagi_results/rice/fbt_results_trial_rice_199_3.json,0.004499000000000031,199,"{""max_depth"": 3, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""xgb_max_depth"": 5}",,,,,
FBT,38,1,rice,80,42,0.930259,0.923885,0.927822,55.488137,all_results/sagi_results/rice/fbt_results_trial_rice_38_1.json,0.0024369999999999115,38,"{""max_depth"": 5, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 8}",,,,,
FBT,63,0,rice,105,42,0.926509,0.931759,0.929134,20.628932,all_results/sagi_results/rice/fbt_results_trial_rice_63_0.json,0.0026249999999999885,63,"{""max_depth"": 5, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 4}",,,,,
FBT,31,2,rice,73,42,0.931009,0.91601,0.934383,11.780185,all_results/sagi_results/rice/fbt_results_trial_rice_31_2.json,0.003373999999999988,31,"{""max_depth"": 4, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""xgb_max_depth"": 7}",,,,,
FBT,70,4,rice,112,42,0.928009,0.929134,0.925197,2.90648,all_results/sagi_results/rice/fbt_results_trial_rice_70_4.json,0.0028119999999999257,70,"{""max_depth"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 4}",,,,,
FBT,187,3,rice,229,42,0.934008,0.923885,0.929134,87.985058,all_results/sagi_results/rice/fbt_results_trial_rice_187_3.json,0.004873999999999934,187,"{""max_depth"": 6, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 5, ""xgb_max_depth"": 6}",,,,,
FBT,13,4,rice,55,42,0.929134,0.923885,0.926509,41.85624,all_results/sagi_results/rice/fbt_results_trial_rice_13_4.json,0.0026249999999999885,13,"{""max_depth"": 6, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 8}",,,,,
FBT,52,2,rice,94,42,0.925759,0.905512,0.929134,9.706986,all_results/sagi_results/rice/fbt_results_trial_rice_52_2.json,0.003375000000000017,52,"{""max_depth"": 3, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 3}",,,,,
FBT,74,3,rice,116,42,0.930259,0.923885,0.92126,4.425936,all_results/sagi_results/rice/fbt_results_trial_rice_74_3.json,0.00899899999999998,74,"{""max_depth"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 4}",,,,,
FBT,26,1,rice,68,42,0.928384,0.926509,0.930446,7.809529,all_results/sagi_results/rice/fbt_results_trial_rice_26_1.json,0.0020620000000000083,26,"{""max_depth"": 4, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 5}",,,,,
FBT,176,2,rice,218,42,0.929134,0.908136,0.931759,17.876217,all_results/sagi_results/rice/fbt_results_trial_rice_176_2.json,0.0026249999999999885,176,"{""max_depth"": 6, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""xgb_max_depth"": 6}",,,,,
FBT,124,0,rice,166,42,0.935883,0.934383,0.92126,52.063569,all_results/sagi_results/rice/fbt_results_trial_rice_124_0.json,0.014623000000000053,124,"{""max_depth"": 5, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""xgb_max_depth"": 8}",,,,,
FBT,137,4,rice,179,42,0.932508,0.929134,0.930446,26.680287,all_results/sagi_results/rice/fbt_results_trial_rice_137_4.json,0.0020620000000000083,137,"{""max_depth"": 6, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""xgb_max_depth"": 8}",,,,,
FBT,6,2,rice,48,42,0.929509,0.910761,0.931759,11.678431,all_results/sagi_results/rice/fbt_results_trial_rice_6_2.json,0.0022499999999999742,6,"{""max_depth"": 3, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 3}",,,,,
FBT,159,0,rice,201,42,0.929884,0.937008,0.930446,50.52166,all_results/sagi_results/rice/fbt_results_trial_rice_159_0.json,0.0005619999999999514,159,"{""max_depth"": 6, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""xgb_max_depth"": 4}",,,,,
FBT,102,1,rice,144,42,0.928384,0.918635,0.933071,23.651708,all_results/sagi_results/rice/fbt_results_trial_rice_102_1.json,0.004686999999999997,102,"{""max_depth"": 5, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 1, ""xgb_max_depth"": 4}",,,,,
FBT,150,3,rice,192,42,0.939633,0.918635,0.92126,61.517854,all_results/sagi_results/rice/fbt_results_trial_rice_150_3.json,0.018373000000000084,150,"{""max_depth"": 5, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""xgb_max_depth"": 7}",,,,,
FBT,85,2,rice,127,42,0.928009,0.905512,0.930446,2.802142,all_results/sagi_results/rice/fbt_results_trial_rice_85_2.json,0.0024370000000000225,85,"{""max_depth"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 1, ""xgb_max_depth"": 6}",,,,,
FBT,129,4,rice,171,42,0.935133,0.91601,0.925197,7.898362,all_results/sagi_results/rice/fbt_results_trial_rice_129_4.json,0.009935999999999945,129,"{""max_depth"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 7}",,,,,
FBT,168,2,rice,210,42,0.929134,0.908136,0.931759,35.18455,all_results/sagi_results/rice/fbt_results_trial_rice_168_2.json,0.0026249999999999885,168,"{""max_depth"": 5, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 5, ""xgb_max_depth"": 4}",,,,,
FBT,161,1,rice,203,42,0.927634,0.926509,0.930446,15.298052,all_results/sagi_results/rice/fbt_results_trial_rice_161_1.json,0.0028120000000000367,161,"{""max_depth"": 5, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""xgb_max_depth"": 4}",,,,,
FBT,133,3,rice,175,42,0.929134,0.923885,0.923885,19.05881,all_results/sagi_results/rice/fbt_results_trial_rice_133_3.json,0.005249000000000059,133,"{""max_depth"": 4, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""xgb_max_depth"": 7}",,,,,
FBT,92,1,rice,134,42,0.929509,0.918635,0.933071,24.711639,all_results/sagi_results/rice/fbt_results_trial_rice_92_1.json,0.003561999999999954,92,"{""max_depth"": 6, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 7}",,,,,
FBT,154,4,rice,196,42,0.927259,0.923885,0.926509,42.725527,all_results/sagi_results/rice/fbt_results_trial_rice_154_4.json,0.0007500000000000284,154,"{""max_depth"": 6, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 2, ""xgb_max_depth"": 4}",,,,,
FBT,115,2,rice,157,42,0.929134,0.908136,0.931759,7.414934,all_results/sagi_results/rice/fbt_results_trial_rice_115_2.json,0.0026249999999999885,115,"{""max_depth"": 3, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""xgb_max_depth"": 3}",,,,,
FBT,147,0,rice,189,42,0.925384,0.934383,0.92126,20.630367,all_results/sagi_results/rice/fbt_results_trial_rice_147_0.json,0.0041240000000000165,147,"{""max_depth"": 4, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""xgb_max_depth"": 5}",,,,,
FBT,164,2,rice,206,42,0.933633,0.910761,0.934383,31.945386,all_results/sagi_results/rice/fbt_results_trial_rice_164_2.json,0.0007499999999999174,164,"{""max_depth"": 6, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""xgb_max_depth"": 6}",,,,,
